# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     54     37      -      1      0      0      0      0      0  13801   2700 
    0     53     36      -      1      0      0      0      0      0  13801   1972 
    0     44     36      -      1      0      0      0      0      0   7001    847 
    0    162     41      -     72     27      0      0      0      0  13801   2925 
    0    251     41      -     75     28      0      0      0      0  13801   2932 
    0    255     42      -     74     28      0      0      0      0  13801   2932 
    0    255     42      -     76     28      0      0      0      0  13801   2932 
    0    257     42      -     75     28      0      0      0      0  13801   2925 
    0    255     42      -     75     28      0      0      0      0  13801   2932 
    0    256     43      -     75     28      0      0      0      0  13801   2932 
    0    256     43      -     74     28      0      0      0      0  13801   2932 
    0    259     43      -     76     28      0      0      0      0  13801   2932 
    0    258     43      -     75     28      0      0      0      0  13801   2932 
    0    258     43      -     74     28      0      0      0      0  13801   2932 
    0    259     43      -     75     28      0      0      0      0  13801   2932 
    0    259     44      -     74     28      0      0      0      0  13801   2932 
    0    255     44      -     75     29      0      0      0      0  13801   2932 
    0    263     44      -     75     28      0      0      0      0  13801   2932 
    0    262     44      -     76     29      0      0      0      0  13801   2932 
    0     95     40      -      1      0      0      0      0      0  13801   2932 
    0     83     39      -      1      0      0      0      0      0   7001   2932 
    0     37     38      -      1      0      0      0      0      0   7001    750 
    0     36     38      -      1      0      0      0      0      0   7001    607 
    0     55     41      -     61     27      0      0      0      0   7001    540 
    0    249     43      -     77     28      0      0      0      0  13801   2932 
    0    259     43      -     75     28      0      0      0      0  13801   2925 
    0    261     44      -     76     28      0      0      0      0  13801   2917 
    0    261     44      -     75     28      0      0      0      0  13801   2917 
    0    262     44      -     75     28      0      0      0      0  13801   2917 
    0    260     44      -     73     27      0      0      0      0  13801   2917 
    0    261     45      -     74     28      0      0      0      0  13801   2917 
    0    260     45      -     76     28      0      0      0      0  13801   2917 
    0    264     45      -     76     29      0      0      0      0  13801   2917 
    0    264     45      -     78     29      0      0      0      0  13801   2917 
    0    266     45      -     77     29      0      0      0      0  13801   2917 
    0    268     46      -     78     30      0      0      0      0  13801   2917 
    0    263     46      -     77     29      0      0      0      0  13801   2917 
    0    268     46      -     78     29      0      0      0      0  13801   2917 
    0    238     43      -      1      0      0      0      0      0  13801   2917 
    0     88     42      -      1      0      0      0      0      0  13801   2940 
    0     70     40      -      1      0      0      0      0      0   7001    892 
    0    229     45      -     77     29      0      0      0      0  13801   2917 
    0    264     45      -     78     29      0      0      0      0  13801   2917 
    0    266     46      -     77     29      0      0      0      0  13801   2917 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0    265     46      -     77     29      0      0      0      0  13801   2917 
    0    266     46      -     78     29      0      0      0      0  13801   2917 
    0    265     46      -     77     29      0      0      0      0  13801   2917 
    0    267     46      -     76     29      0      0      0      0  13801   2917 
    0    267     47      -     77     29      0      0      0      0  13801   2917 
    0    269     47      -     78     29      0      0      0      0  13801   2917 
    0    268     47      -     76     29      0      0      0      0  13801   2917 
    0    269     47      -     77     29      0      0      0      0  13801   2917 
    0    269     47      -     77     29      0      0      0      0  13801   2917 
    0    264     47      -     77     29      0      0      0      0  13801   2917 
    0    269     47      -     76     29      0      0      0      0  13801   2917 
    0    270     47      -     74     28      0      0      0      0  13801   2917 
    0    152     43      -      1      0      0      0      0      0  13801   2932 
    0     88     43      -      1      0      0      0      0      0   7001   2940 
    0    136     47      -     78     29      0      0      0      0  13801   2872 
    0    264     47      -     74     27      0      0      0      0  13801   2917 
    0    268     47      -     77     28      0      0      0      0  13801   2917 
    0    267     47      -     77     29      0      0      0      0  13801   2917 
    0    269     47      -     77     29      0      0      0      0  13801   2917 
    0    268     48      -     76     28      0      0      0      0  13801   2917 
    0    269     48      -     75     28      0      0      0      0  13801   2917 
    0    269     48      -     77     29      0      0      0      0  13801   2917 
    0    271     48      -     78     29      0      0      0      0  13801   2917 
    0    270     48      -     77     29      0      0      0      0  13801   2917 
    0    270     48      -     76     29      0      0      0      0  13801   2917 
    0    269     48      -     77     29      0      0      0      0  13801   2917 
    0    270     48      -     76     29      0      0      0      0  13801   2917 
    0    266     48      -     76     29      0      0      0      0  13801   2917 
    0    269     48      -     76     29      0      0      0      0  13801   2917 
